Date,Close
2/1/2018 16:00:00,125.57
2/2/2018 16:00:00,118.58
2/5/2018 16:00:00,112.62
2/6/2018 16:00:00,117.18
2/7/2018 16:00:00,115.29
2/8/2018 16:00:00,112.3
2/9/2018 16:00:00,113.5
2/12/2018 16:00:00,113.98
2/13/2018 16:00:00,113.29
2/14/2018 16:00:00,113.63
2/15/2018 16:00:00,112.53
2/16/2018 16:00:00,112.14
2/20/2018 16:00:00,110.98
2/21/2018 16:00:00,109.06
2/22/2018 16:00:00,109.89
2/23/2018 16:00:00,112.59
2/26/2018 16:00:00,114.6
2/27/2018 16:00:00,113.61
2/28/2018 16:00:00,111.92
3/1/2018 16:00:00,112.04
3/2/2018 16:00:00,111.64
3/5/2018 16:00:00,113.15
3/6/2018 16:00:00,113.65
3/7/2018 16:00:00,113.84
3/8/2018 16:00:00,113.35
3/9/2018 16:00:00,117.22
3/12/2018 16:00:00,116.79
3/13/2018 16:00:00,116.46
3/14/2018 16:00:00,115.13
3/15/2018 16:00:00,115.58
3/16/2018 16:00:00,115.4
3/19/2018 16:00:00,113.89
3/20/2018 16:00:00,114.5
3/21/2018 16:00:00,117.04
3/22/2018 16:00:00,113.7
3/23/2018 16:00:00,112.98
3/26/2018 16:00:00,115.35
3/27/2018 16:00:00,114.66
3/28/2018 16:00:00,112.1
3/29/2018 16:00:00,114.04
4/2/2018 16:00:00,112.24
4/3/2018 16:00:00,114.83
4/4/2018 16:00:00,114.48
4/5/2018 16:00:00,117.29
4/6/2018 16:00:00,114.76
4/9/2018 16:00:00,115.98
4/10/2018 16:00:00,118.85
4/11/2018 16:00:00,119.25
4/12/2018 16:00:00,119.23
4/13/2018 16:00:00,119.92
4/16/2018 16:00:00,120.7
4/17/2018 16:00:00,121.46
4/18/2018 16:00:00,123.82
4/19/2018 16:00:00,123.71
4/20/2018 16:00:00,122.31
4/23/2018 16:00:00,123.58
4/24/2018 16:00:00,122.54
4/25/2018 16:00:00,122.72
4/26/2018 16:00:00,124.22
4/27/2018 16:00:00,126.62
4/30/2018 16:00:00,125.11
5/1/2018 16:00:00,124.86
5/2/2018 16:00:00,125.49
5/3/2018 16:00:00,126.01
5/4/2018 16:00:00,125.53
5/7/2018 16:00:00,124.94
5/8/2018 16:00:00,126.57
5/9/2018 16:00:00,128.72
5/10/2018 16:00:00,128.82
5/11/2018 16:00:00,129.84
5/14/2018 16:00:00,130.39
5/15/2018 16:00:00,129.74
5/16/2018 16:00:00,129.56
5/17/2018 16:00:00,129.46
5/18/2018 16:00:00,127.86
5/21/2018 16:00:00,129.37
5/22/2018 16:00:00,128.23
5/23/2018 16:00:00,128.7
5/24/2018 16:00:00,126.61
5/25/2018 16:00:00,122.19
5/29/2018 16:00:00,121.39
5/30/2018 16:00:00,125.16
5/31/2018 16:00:00,124.3
6/1/2018 16:00:00,123.85
6/4/2018 16:00:00,122.26
6/5/2018 16:00:00,122.73
6/6/2018 16:00:00,123.38
6/7/2018 16:00:00,126.96
6/8/2018 16:00:00,126.44
6/11/2018 16:00:00,127.56
6/12/2018 16:00:00,127.08
6/13/2018 16:00:00,127.07
6/14/2018 16:00:00,126.51
6/15/2018 16:00:00,124.04
6/18/2018 16:00:00,125.97
6/19/2018 16:00:00,125.54
6/20/2018 16:00:00,125.29
6/21/2018 16:00:00,122.59
6/22/2018 16:00:00,125.1
6/25/2018 16:00:00,122.61
6/26/2018 16:00:00,124.16
6/27/2018 16:00:00,126
6/28/2018 16:00:00,125.66
6/29/2018 16:00:00,126.43
7/2/2018 16:00:00,124.25
7/3/2018 13:00:00,124.73
7/5/2018 16:00:00,123.98
7/6/2018 16:00:00,124.14
7/9/2018 16:00:00,125.99
7/10/2018 16:00:00,127.59
7/11/2018 16:00:00,123.52
7/12/2018 16:00:00,124.26
7/13/2018 16:00:00,124.04
7/16/2018 16:00:00,122.98
7/17/2018 16:00:00,121.91
7/18/2018 16:00:00,121.53
7/19/2018 16:00:00,121.67
7/20/2018 16:00:00,122.27
7/23/2018 16:00:00,121.33
7/24/2018 16:00:00,123.85
7/25/2018 16:00:00,124.9
7/26/2018 16:00:00,123.95
7/27/2018 16:00:00,125.97
7/30/2018 16:00:00,127.83
7/31/2018 16:00:00,126.27
8/1/2018 16:00:00,125.39
8/2/2018 16:00:00,123.76
8/3/2018 16:00:00,124.05
8/6/2018 16:00:00,124.3
8/7/2018 16:00:00,125.18
8/8/2018 16:00:00,123.88
8/9/2018 16:00:00,122.53
8/10/2018 16:00:00,123.34
8/13/2018 16:00:00,122.44
8/14/2018 16:00:00,122.58
8/15/2018 16:00:00,117.94
8/16/2018 16:00:00,117.66
8/17/2018 16:00:00,117.8
8/20/2018 16:00:00,117.75
8/21/2018 16:00:00,117.94
8/22/2018 16:00:00,118.92
8/23/2018 16:00:00,118.1
8/24/2018 16:00:00,119.01
8/27/2018 16:00:00,120.35
8/28/2018 16:00:00,119.86
8/29/2018 16:00:00,120.22
8/30/2018 16:00:00,119.81
8/31/2018 16:00:00,118.46
9/4/2018 16:00:00,118.87
9/5/2018 16:00:00,118.92
9/6/2018 16:00:00,115.23
9/7/2018 16:00:00,114.6
9/10/2018 16:00:00,114.48
9/11/2018 16:00:00,115.02
9/12/2018 16:00:00,115.79
9/13/2018 16:00:00,116.3
9/14/2018 16:00:00,117.38
9/17/2018 16:00:00,117.51
9/18/2018 16:00:00,118.13
9/19/2018 16:00:00,119.51
9/20/2018 16:00:00,119.42
9/21/2018 16:00:00,121.13
9/24/2018 16:00:00,122.62
9/25/2018 16:00:00,123.37
9/26/2018 16:00:00,121.95
9/27/2018 16:00:00,122.47
9/28/2018 16:00:00,122.28
10/1/2018 16:00:00,124.39
10/2/2018 16:00:00,124.74
10/3/2018 16:00:00,125.31
10/4/2018 16:00:00,124.95
10/5/2018 16:00:00,125.33
10/8/2018 16:00:00,124.84
10/9/2018 16:00:00,126.82
10/10/2018 16:00:00,122.6
10/11/2018 16:00:00,118.43
10/12/2018 16:00:00,117.77
10/15/2018 16:00:00,116.94
10/16/2018 16:00:00,117.51
10/17/2018 16:00:00,117.29
10/18/2018 16:00:00,117.47
10/19/2018 16:00:00,118.14
10/22/2018 16:00:00,117.21
10/23/2018 16:00:00,113.4
10/24/2018 16:00:00,110.21
10/25/2018 16:00:00,111.58
10/26/2018 16:00:00,111.53
10/29/2018 16:00:00,108.93
10/30/2018 16:00:00,110.85
10/31/2018 16:00:00,111.65
11/1/2018 16:00:00,111.17
11/2/2018 16:00:00,114.73
11/5/2018 16:00:00,118.94
